"objectid","poi_id","kategorie","name","anzahl_pp","markierung","sicherheit","dach","signalisation","bemerkung","gebuehr","oeffentlicher_grund","geometry"
"8312","vap8312","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2683511 1252404.6)"
"8313","vap8313","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2683216.8 1252146.6)"
"8330","vap8330","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2683109.2 1252154.2)"
"8331","vap8331","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2683134.5 1252152.1)"
"8333","vap8333","Zweirad","Beide","74","","","","","","0","öffentlicher Grund","POINT (2683088.2 1252194.2)"
"104982","vap104982","Zweirad","Beide","48","","","","","","0","öffentlicher Grund","POINT (2680307.8 1252625.9)"
"105017","vap105017","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2682155.2 1249692.1)"
"8337","vap8337","Zweirad","Beide","56","","","","","","0","öffentlicher Grund","POINT (2683167.5 1251932.2)"
"103056","vap103056","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2682901 1251948.6)"
"8620","vap8620","Zweirad","Beide","20","","","","","","0","öffentlicher Grund","POINT (2684465.5 1252113.9)"
"8621","vap8621","Zweirad","Beide","40","","","","","","0","öffentlicher Grund","POINT (2683958 1252015.2)"
"8622","vap8622","Zweirad","Beide","20","","","","","","0","öffentlicher Grund","POINT (2684764 1252172.8)"
"4293","vap4293","Zweirad","Beide","100","","","","","beim Freibad Allenmoos","0","öffentlicher Grund","POINT (2683041 1251121.8)"
"367","vap367","Zweirad","Beide","17","","","","","","0","öffentlicher Grund","POINT (2680060 1250645.9)"
"12164","vap12164","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2679784.5 1253346)"
"104878","vap104878","Zweirad","Beide","36","","","","","","0","öffentlicher Grund","POINT (2681455.8 1248866.2)"
"7986","vap7986","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2680847.5 1253292.8)"
"17655","vap17655","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2680802.5 1248292.2)"
"7989","vap7989","Zweirad","Beide","2","","","","","","0","öffentlicher Grund","POINT (2683045.8 1253064.9)"
"7990","vap7990","Zweirad","Beide","2","","","","","","0","öffentlicher Grund","POINT (2683501 1252934.8)"
"17654","vap17654","Zweirad","Beide","48","","","","","","0","öffentlicher Grund","POINT (2680777 1248244.2)"
"7991","vap7991","Zweirad","Beide","2","","","","","","0","öffentlicher Grund","POINT (2683221 1252819)"
"7993","vap7993","Zweirad","Beide","2","","","","","","0","öffentlicher Grund","POINT (2682749 1253053.2)"
"17658","vap17658","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2680020.8 1250734.6)"
"17659","vap17659","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2680953.2 1247128.8)"
"8300","vap8300","Zweirad","Beide","2","","","","","","0","öffentlicher Grund","POINT (2683666.8 1253563.2)"
"8301","vap8301","Zweirad","Beide","100","","","","","bei Wendeschlaufe Seebach","0","öffentlicher Grund","POINT (2683822.8 1252964.5)"
"8303","vap8303","Zweirad","Beide","2","","","","","","0","öffentlicher Grund","POINT (2681165.5 1252300.1)"
"8304","vap8304","Zweirad","Beide","16","","","","","","0","öffentlicher Grund","POINT (2681082.2 1252222.4)"
"17661","vap17661","Zweirad","Beide","56","","","","","","0","öffentlicher Grund","POINT (2679884.5 1249153.8)"
"8308","vap8308","Zweirad","Beide","48","","","","","","0","öffentlicher Grund","POINT (2681074.2 1252643.4)"
"4292","vap4292","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2679983.5 1250764.5)"
"8628","vap8628","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2679981.8 1250796.2)"
"8629","vap8629","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2680075.5 1250711.2)"
"8632","vap8632","Zweirad","Beide","18","","","","","beim Schulhaus Bläsi","0","öffentlicher Grund","POINT (2680281 1250648.2)"
"5130","vap5130","Zweirad","Beide","28","","","","","","0","öffentlicher Grund","POINT (2681596.8 1247373.1)"
"5133","vap5133","Zweirad","Beide","16","","","","","","0","öffentlicher Grund","POINT (2682040.5 1247585.8)"
"6723","vap6723","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2684473.5 1251004.4)"
"6724","vap6724","Zweirad","Beide","5","","","","","","0","öffentlicher Grund","POINT (2684410 1250974.5)"
"7044","vap7044","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2683526.2 1248189.8)"
"104306","vap104306","Zweirad","Beide","18","","","","","","0","öffentlicher Grund","POINT (2681676 1249244.1)"
"104680","vap104680","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2681729.5 1243192.1)"
"104453","vap104453","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2682095 1243651)"
"104454","vap104454","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2682091.2 1243671.8)"
"104455","vap104455","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2682095 1243629.1)"
"104678","vap104678","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2681741.5 1243213.5)"
"104707","vap104707","Zweirad","Beide","16","","","","","","0","öffentlicher Grund","POINT (2680285.5 1248264.9)"
"104917","vap104917","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2683450.8 1253146.2)"
"8633","vap8633","Zweirad","Beide","56","","","","","","0","öffentlicher Grund","POINT (2682006 1250160.1)"
"17318","vap17318","Zweirad","Beide","80","","","","","","0","öffentlicher Grund","POINT (2683245.5 1248085.4)"
"104650","vap104650","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2682133.2 1243688.2)"
"505","vap505","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2684648 1245444.9)"
"3357","vap3357","Zweirad","Beide","15","","","","","","0","öffentlicher Grund","POINT (2684766.8 1245152)"
"3454","vap3454","Zweirad","Beide","94","","","","","","0","öffentlicher Grund","POINT (2684476 1245303.4)"
"493","vap493","Zweirad","Beide","5","","","","","","0","öffentlicher Grund","POINT (2684270.5 1245406)"
"498","vap498","Zweirad","Beide","5","","","","","","0","öffentlicher Grund","POINT (2684462 1245455.2)"
"503","vap503","Zweirad","Beide","5","","","","","","0","öffentlicher Grund","POINT (2684581.5 1245625.4)"
"3480","vap3480","Zweirad","Beide","12","","","","","Sicherung nur teilweise","0","öffentlicher Grund","POINT (2684286.8 1245425.9)"
"3012","vap3012","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2681800.8 1247925)"
"3015","vap3015","Zweirad","Beide","15","","","","","teilweise Bügel","0","öffentlicher Grund","POINT (2681888.5 1247897.8)"
"3976","vap3976","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2683396.8 1251509.4)"
"3972","vap3972","Zweirad","Beide","35","","","","","","0","öffentlicher Grund","POINT (2682602.2 1251962.4)"
"3973","vap3973","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2683230 1252099.2)"
"3975","vap3975","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2683227.5 1252081.6)"
"3978","vap3978","Zweirad","Beide","24","","","","","verteilt auf 3 Stationen","0","öffentlicher Grund","POINT (2683714 1251852.8)"
"4290","vap4290","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2679670 1251100.8)"
"3980","vap3980","Zweirad","Beide","20","","","","","","0","öffentlicher Grund","POINT (2683848.2 1251328.8)"
"4937","vap4937","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2682108.8 1249079.5)"
"4943","vap4943","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2683581 1249147.1)"
"7591","vap7591","Zweirad","Beide","5","","","","","","0","öffentlicher Grund","POINT (2681629.8 1247032.2)"
"3546","vap3546","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2683004.2 1246849.9)"
"3547","vap3547","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2683005.2 1246860.8)"
"3548","vap3548","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2682982.8 1246849.5)"
"3549","vap3549","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2682712 1246700.8)"
"3550","vap3550","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2683224.2 1247207.6)"
"3551","vap3551","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2683228.2 1247134.6)"
"4623","vap4623","Zweirad","Beide","14","","","","","<Null>","0","öffentlicher Grund","POINT (2681725.5 1248844.5)"
"6854","vap6854","Zweirad","Beide","30","","","","","","0","öffentlicher Grund","POINT (2683842 1247846.6)"
"3471","vap3471","Zweirad","Beide","20","","","","","","0","öffentlicher Grund","POINT (2681752.2 1246884.4)"
"3351","vap3351","Zweirad","Beide","14","","","","","","0","öffentlicher Grund","POINT (2680996.5 1247196.1)"
"3456","vap3456","Zweirad","Beide","46","","","","","","0","öffentlicher Grund","POINT (2681927.8 1247283.5)"
"3566","vap3566","Zweirad","Beide","28","","","","","","0","öffentlicher Grund","POINT (2681113.5 1247222)"
"3341","vap3341","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2679332.5 1249411.5)"
"3447","vap3447","Zweirad","Beide","15","","","","","","0","öffentlicher Grund","POINT (2682826 1250221.6)"
"3530","vap3530","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2681521.8 1246547.5)"
"3420","vap3420","Zweirad","Beide","26","","","","","","0","öffentlicher Grund","POINT (2681730.2 1246862.6)"
"3386","vap3386","Zweirad","Beide","8","","","","","teilweilse mit Bügel","0","öffentlicher Grund","POINT (2682594.8 1244700.1)"
"5571","vap5571","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2681475.2 1247712.1)"
"5265","vap5265","Zweirad","Beide","15","","","","","","0","öffentlicher Grund","POINT (2681527.8 1247554.4)"
"5581","vap5581","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2682020.2 1247752.9)"
"5576","vap5576","Zweirad","Beide","18","","","","","","0","öffentlicher Grund","POINT (2681765.5 1247154.2)"
"5570","vap5570","Zweirad","Beide","20","","","","","","0","öffentlicher Grund","POINT (2681679 1247100.5)"
"5264","vap5264","Zweirad","Beide","16","","","","","","0","öffentlicher Grund","POINT (2681590.5 1247189.9)"
"5258","vap5258","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2679007.8 1247597.9)"
"5254","vap5254","Zweirad","Beide","12","","","","","beim Zugang zur Bäckeranlage","0","öffentlicher Grund","POINT (2681991 1248030.6)"
"5582","vap5582","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2682376.8 1247859.4)"
"5573","vap5573","Zweirad","Beide","20","","","","","","0","öffentlicher Grund","POINT (2681463.5 1247757.1)"
"5585","vap5585","Zweirad","Beide","22","","","","","<Null>","0","öffentlicher Grund","POINT (2681945.5 1247247.8)"
"6541","vap6541","Zweirad","Beide","100","","","","","","0","öffentlicher Grund","POINT (2684160 1251960.6)"
"7174","vap7174","Zweirad","Beide","9","","","","","mit Tafel signalisiert","0","öffentlicher Grund","POINT (2682984.5 1246973.2)"
"5121","vap5121","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2682288 1245898)"
"5122","vap5122","Zweirad","Beide","20","","","","","","0","öffentlicher Grund","POINT (2682799 1244804.6)"
"104530","vap104530","Zweirad","Beide","18","","","","","","0","öffentlicher Grund","POINT (2685119.2 1251743.6)"
"104626","vap104626","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2682275.2 1245956.2)"
"104640","vap104640","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2682314.5 1242998.9)"
"3443","vap3443","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2681541 1247438.2)"
"3417","vap3417","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2681176 1247238.4)"
"3563","vap3563","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2680967.8 1248038.5)"
"3381","vap3381","Zweirad","Beide","34","","","","","","0","öffentlicher Grund","POINT (2681150 1247291.2)"
"3419","vap3419","Zweirad","Beide","3","","","","","","0","öffentlicher Grund","POINT (2684898.5 1246726.8)"
"3472","vap3472","Zweirad","Beide","3","","","","","unter Brücke","0","öffentlicher Grund","POINT (2679751 1250384.2)"
"3540","vap3540","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2682578.5 1244261.6)"
"7245","vap7245","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2680989.8 1247775.8)"
"7253","vap7253","Zweirad","Beide","28","","","","","2 Abstellplätze zwischen Nr. 55 und 57","0","öffentlicher Grund","POINT (2681419.8 1247711.1)"
"7256","vap7256","Zweirad","Beide","10","","","","","3 Motorrad separat","0","öffentlicher Grund","POINT (2681623.8 1247195.2)"
"7258","vap7258","Zweirad","Beide","14","","","","","","0","öffentlicher Grund","POINT (2681910.5 1247269.8)"
"7262","vap7262","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2681761.2 1247415.6)"
"7270","vap7270","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2681890.8 1247885.8)"
"7271","vap7271","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2681720.8 1247918.5)"
"7547","vap7547","Zweirad","Beide","24","","","","","","0","öffentlicher Grund","POINT (2681599.8 1249674.4)"
"7545","vap7545","Zweirad","Beide","9","","","","","","0","öffentlicher Grund","POINT (2680984.8 1250080)"
"7553","vap7553","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2683077.5 1249339.6)"
"7560","vap7560","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2681782.2 1248005)"
"7571","vap7571","Zweirad","Beide","34","","","","","","0","öffentlicher Grund","POINT (2682619.8 1248040.2)"
"7578","vap7578","Zweirad","Beide","22","","","","","","0","öffentlicher Grund","POINT (2683105 1247934.9)"
"7579","vap7579","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2681962.5 1247892.5)"
"7577","vap7577","Zweirad","Beide","18","","","","","","0","öffentlicher Grund","POINT (2682727.8 1247940.6)"
"7583","vap7583","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2682247.2 1247186.5)"
"7588","vap7588","Zweirad","Beide","3","","","","","","0","öffentlicher Grund","POINT (2680888.8 1246778.5)"
"104489","vap104489","Zweirad","Beide","15","","","","","","0","öffentlicher Grund","POINT (2684140.2 1247639.1)"
"7598","vap7598","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2681875.2 1246829.8)"
"104320","vap104320","Zweirad","Beide","14","","","","","","0","öffentlicher Grund","POINT (2679929.5 1249091.2)"
"7597","vap7597","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2681588.2 1246760.2)"
"7603","vap7603","Zweirad","Beide","3","","","","","","0","öffentlicher Grund","POINT (2684477.5 1246876.5)"
"7606","vap7606","Zweirad","Beide","9","","","","","","0","öffentlicher Grund","POINT (2684163.8 1246044)"
"7611","vap7611","Zweirad","Beide","102","","","","","","0","öffentlicher Grund","POINT (2681952.2 1245902.6)"
"7609","vap7609","Zweirad","Beide","14","","","","","","0","öffentlicher Grund","POINT (2682303 1244772.5)"
"7620","vap7620","Zweirad","Beide","5","","","","","","0","öffentlicher Grund","POINT (2680557.2 1245872.6)"
"7623","vap7623","Zweirad","Beide","14","","","","","","0","öffentlicher Grund","POINT (2679909 1250699)"
"7634","vap7634","Zweirad","Beide","10","","","","","Keine","0","öffentlicher Grund","POINT (2680011 1250690.9)"
"7655","vap7655","Zweirad","Beide","30","","","","","","0","öffentlicher Grund","POINT (2684197.8 1247824.2)"
"7332","vap7332","Zweirad","Beide","26","","","","","","0","öffentlicher Grund","POINT (2683654.5 1246963.8)"
"7343","vap7343","Zweirad","Beide","3","","","","","Höhe Nordheimstrasse","0","öffentlicher Grund","POINT (2682415.8 1250844.6)"
"7342","vap7342","Zweirad","Beide","40","","","","","Anfang K.-Hirschfeld-Weg","0","öffentlicher Grund","POINT (2683086 1251675.8)"
"7360","vap7360","Zweirad","Beide","20","","","","","","0","öffentlicher Grund","POINT (2681840.5 1246071.4)"
"7363","vap7363","Zweirad","Beide","60","","","","","Silhlcity","0","öffentlicher Grund","POINT (2681848 1245877.1)"
"7364","vap7364","Zweirad","Beide","5","","","","","","0","öffentlicher Grund","POINT (2686303.8 1245869.2)"
"7661","vap7661","Zweirad","Beide","48","","","","","genau vor Haupteingang","0","öffentlicher Grund","POINT (2683280.8 1247993)"
"7662","vap7662","Zweirad","Beide","64","","","","","","0","öffentlicher Grund","POINT (2683281 1248049.6)"
"7663","vap7663","Zweirad","Beide","76","","","","","","0","öffentlicher Grund","POINT (2683272.8 1248044.4)"
"7665","vap7665","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2682443.8 1247319.4)"
"7666","vap7666","Zweirad","Beide","40","","","","","","0","öffentlicher Grund","POINT (2682489 1247463)"
"104334","vap104334","Zweirad","Beide","84","","","","","","0","öffentlicher Grund","POINT (2682515.8 1248020.6)"
"146","vap146","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2682976.5 1247746.9)"
"2053","vap2053","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2682964.8 1247770.5)"
"145","vap145","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2682969 1247761.9)"
"7041","vap7041","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2680323.5 1247560)"
"104541","vap104541","Zweirad","Beide","20","","","","","","0","öffentlicher Grund","POINT (2682579.8 1247345.5)"
"104965","vap104965","Zweirad","Beide","14","","","","","","0","öffentlicher Grund","POINT (2684583.2 1251401.6)"
"104967","vap104967","Zweirad","Beide","50","","","","","","0","öffentlicher Grund","POINT (2684811.2 1251740.8)"
"239","vap239","Zweirad","Beide","27","","","","","","0","öffentlicher Grund","POINT (2682002.5 1248200.5)"
"179","vap179","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2682116.5 1248793.2)"
"280","vap280","Zweirad","Beide","15","","","","","nur teilweise Bügel","0","öffentlicher Grund","POINT (2683171 1247696.9)"
"289","vap289","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2683203.5 1246998)"
"739","vap739","Zweirad","Beide","19","","","","","","0","öffentlicher Grund","POINT (2685752.5 1245579.8)"
"86","vap86","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2682299.5 1247422)"
"454","vap454","Zweirad","Beide","11","","","","","","0","öffentlicher Grund","POINT (2681369.8 1247393.5)"
"1","vap1","Zweirad","Beide","43","","","","","","0","öffentlicher Grund","POINT (2679371.8 1253581.4)"
"590","vap590","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2680663 1252658.2)"
"428","vap428","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2680448.5 1248067.1)"
"1092","vap1092","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2683553.2 1252978.8)"
"1102","vap1102","Zweirad","Beide","28","","","","","nur teilweise mit Sicherung","0","öffentlicher Grund","POINT (2684004 1246305)"
"1099","vap1099","Zweirad","Beide","9","","","","","","0","öffentlicher Grund","POINT (2683534.2 1251538.4)"
"1410","vap1410","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2683950.2 1246530.2)"
"1420","vap1420","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2682301.8 1247129.5)"
"1414","vap1414","Zweirad","Beide","38","","","","","","0","öffentlicher Grund","POINT (2683870.2 1247622.4)"
"1736","vap1736","Zweirad","Beide","22","","","","","","0","öffentlicher Grund","POINT (2682377.2 1247462)"
"1413","vap1413","Zweirad","Beide","17","","","","","","0","öffentlicher Grund","POINT (2684100.2 1247559.9)"
"1415","vap1415","Zweirad","Beide","30","","","","","","0","öffentlicher Grund","POINT (2684287 1246895.1)"
"7276","vap7276","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2681876.8 1247304.1)"
"104989","vap104989","Zweirad","Beide","30","","","","","","0","öffentlicher Grund","POINT (2680310.5 1253141.6)"
"7285","vap7285","Zweirad","Beide","9","","","","","","0","öffentlicher Grund","POINT (2682698.5 1246961.8)"
"7291","vap7291","Zweirad","Beide","32","","","","","unter Brücke","0","öffentlicher Grund","POINT (2681769 1249331.6)"
"2700","vap2700","Zweirad","Beide","14","","","","","","0","öffentlicher Grund","POINT (2682178.2 1247927.4)"
"104990","vap104990","Zweirad","Beide","30","","","","","","0","öffentlicher Grund","POINT (2680300 1253126.8)"
"104456","vap104456","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2682121.5 1243669.2)"
"104991","vap104991","Zweirad","Beide","30","","","","","","0","öffentlicher Grund","POINT (2680346.8 1253138.4)"
"104992","vap104992","Zweirad","Beide","30","","","","","","0","öffentlicher Grund","POINT (2680373.5 1253128.8)"
"105002","vap105002","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2682604.2 1248348.9)"
"3016","vap3016","Zweirad","Beide","19","","","","","","0","öffentlicher Grund","POINT (2682168 1248146.2)"
"605","vap605","Zweirad","Beide","22","","","","","","0","öffentlicher Grund","POINT (2683212.5 1251973.6)"
"490","vap490","Zweirad","Beide","2","","","","","","0","öffentlicher Grund","POINT (2684319 1245507.2)"
"600","vap600","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2683086.8 1252060.9)"
"436","vap436","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2681207.8 1247089.6)"
"133","vap133","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2682969.5 1248535.2)"
"249","vap249","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2682768.5 1246186.5)"
"360","vap360","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2684201 1250685.8)"
"237","vap237","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2682076.2 1247877.8)"
"483","vap483","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2682214.2 1245426.8)"
"181","vap181","Zweirad","Beide","7","","","","","","0","öffentlicher Grund","POINT (2682178.8 1248850.8)"
"388","vap388","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2683062.2 1249636.6)"
"395","vap395","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2680147.8 1248703.4)"
"399","vap399","Zweirad","Beide","28","","","","","","0","öffentlicher Grund","POINT (2685728.8 1248726.2)"
"36","vap36","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2683828.8 1246373)"
"532","vap532","Zweirad","Beide","2","","","","","","0","öffentlicher Grund","POINT (2682029.5 1243429)"
"126","vap126","Zweirad","Beide","16","","","","","","0","öffentlicher Grund","POINT (2682942.5 1246730.2)"
"92","vap92","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2681825.5 1247574.8)"
"383","vap383","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2682790.2 1249415.6)"
"601","vap601","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2683085.8 1252043.5)"
"197","vap197","Zweirad","Beide","54","","","","","","0","öffentlicher Grund","POINT (2682526.5 1248805.6)"
"290","vap290","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2683281.8 1246948.1)"
"468","vap468","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2681670.5 1246660.1)"
"116","vap116","Zweirad","Beide","13","","","","","","0","öffentlicher Grund","POINT (2683717.5 1248708.1)"
"604","vap604","Zweirad","Beide","22","","","","","","0","öffentlicher Grund","POINT (2683213.5 1252024.4)"
"617","vap617","Zweirad","Beide","3","","","","","","0","öffentlicher Grund","POINT (2678739.5 1250897.5)"
"78","vap78","Zweirad","Beide","48","","","","","","0","öffentlicher Grund","POINT (2682444.2 1247564.6)"
"104355","vap104355","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2684681.5 1252141.9)"
"104356","vap104356","Zweirad","Beide","16","","","","","","0","öffentlicher Grund","POINT (2684707.5 1252137.4)"
"104364","vap104364","Zweirad","Beide","20","","","","","","0","öffentlicher Grund","POINT (2682455.2 1244352.6)"
"105045","vap105045","Zweirad","Beide","20","","","","","","0","öffentlicher Grund","POINT (2681000.8 1246217.5)"
"13","vap13","Zweirad","Beide","6","","","","","bei öV-Haltestelle","0","öffentlicher Grund","POINT (2681569.8 1252047.1)"
"7317","vap7317","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2682355 1250005.6)"
"7319","vap7319","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2684468.2 1247954.8)"
"517","vap517","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2680524.5 1245112.6)"
"581","vap581","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2682692 1248371.5)"
"479","vap479","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2681727.2 1245837.5)"
"355","vap355","Zweirad","Beide","20","","","","","","0","öffentlicher Grund","POINT (2685596.5 1251052)"
"3506","vap3506","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2680802.8 1247100.1)"
"3358","vap3358","Zweirad","Beide","5","","","","","","0","öffentlicher Grund","POINT (2681243.2 1242828.5)"
"3345","vap3345","Zweirad","Beide","30","","","","","bei ASVZ-Sportanlage Buchlern ","0","öffentlicher Grund","POINT (2685723.2 1248711.4)"
"3412","vap3412","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2681927.5 1247699.5)"
"3570","vap3570","Zweirad","Beide","38","","","","","beim Bahnhof Tiefenbrunnen","0","öffentlicher Grund","POINT (2684864.8 1245003.2)"
"3650","vap3650","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2683067 1252144.8)"
"3532","vap3532","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2681655.8 1246997.1)"
"3354","vap3354","Zweirad","Beide","18","","","","","","0","öffentlicher Grund","POINT (2681227.5 1247608.6)"
"3533","vap3533","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2680081 1248761.2)"
"3651","vap3651","Zweirad","Beide","48","","","","","","0","öffentlicher Grund","POINT (2683113 1252349)"
"3539","vap3539","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2682134.8 1243889.9)"
"3582","vap3582","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2683064.5 1252105.8)"
"3535","vap3535","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2681169.8 1247400.2)"
"3573","vap3573","Zweirad","Beide","16","","","","","","0","öffentlicher Grund","POINT (2681959.2 1247309.9)"
"3585","vap3585","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2683065.2 1252120.8)"
"3654","vap3654","Zweirad","Beide","64","","","","","Schulhaus Buhnrein","0","öffentlicher Grund","POINT (2683345.5 1252811.9)"
"4303","vap4303","Zweirad","Beide","16","","","","","","0","öffentlicher Grund","POINT (2679207.8 1250018.2)"
"9305","vap9305","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2683436.5 1247859.2)"
"9306","vap9306","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2683436.2 1247868)"
"9307","vap9307","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2683434.2 1247880.5)"
"104421","vap104421","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2682586.8 1250108.8)"
